GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0,Mdm.new TypeToken() {...},0,6,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0.model,CriteriaRequest,6,24,0,0,1,8,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,GetIndexResponse,0,15,0,0,0,5,0,5,0,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataSourceRequest,6,31,0,0,1,10,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,PutAlgorithmResponseCompareStep,0,24,0,0,0,8,0,8,0,8
Master Data Management,com.ibm.analytics.mdm.v0.model,CompareRecordsRequestRecordAttributes.Builder,15,23,0,0,5,9,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,EntityType,6,21,0,0,1,7,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetRelationshipsForRecordOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,DataStopJobOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,SetResourceSetResourceEntry.Builder,64,28,4,0,20,11,6,6,4,6
Master Data Management,com.ibm.analytics.mdm.v0.model,AttributeType.Builder,25,28,0,0,9,11,2,6,2,6
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetExportsOptions.Builder,15,25,0,0,5,9,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelSystemProperty.Builder,32,33,0,0,11,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,CloudReportIndexOptions.Builder,21,23,0,0,8,9,2,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,ReplaceProjectAssetOptions.Builder,67,43,2,0,21,17,4,9,3,9
Master Data Management,com.ibm.analytics.mdm.v0.model,CloudMatchJobOptions,6,35,0,0,1,11,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetSubgraphOptions,6,24,0,0,1,8,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,Relationship.Builder,57,68,0,0,17,27,2,14,2,14
Master Data Management,com.ibm.analytics.mdm.v0.model,SingleRecordRequestAttributes,6,24,0,0,1,8,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,ExpressionRequest.Builder,46,28,2,0,14,11,4,6,3,6
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelGetFlowByIdOptions.Builder,20,18,0,0,8,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,GraphStatistics,0,15,0,0,0,5,0,5,0,5
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelGetDataModelOptions.Builder,17,18,0,0,7,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,MatchStatisticsMatchStatistics,0,18,0,0,0,6,0,6,0,6
Master Data Management,com.ibm.analytics.mdm.v0.model,CompositeRulesRule,6,25,0,0,1,8,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelUpdateAlgorithmOptions.Builder,66,38,0,0,21,15,3,8,3,8
Master Data Management,com.ibm.analytics.mdm.v0.model,RelationshipType.Builder,59,48,2,0,18,19,4,10,3,10
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetExportDownloadOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,CompareSpecResource,6,50,0,0,1,15,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,IndexServiceResetOptions.Builder,17,18,0,0,7,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,PostDeriveResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,GetRecordKeysRecordinfo,0,12,0,0,0,4,0,4,0,4
Master Data Management,com.ibm.analytics.mdm.v0.model,EntityResponse,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,SearchIndexOptions.Builder,48,53,0,0,15,21,2,11,2,11
Master Data Management,com.ibm.analytics.mdm.v0.model,AssetMapping.Builder,31,43,0,0,9,17,1,9,1,9
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelListComparespecResouresOptions.Builder,13,13,0,0,6,5,2,3,2,3
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmBucketGroupStep.Builder,74,33,4,0,23,13,6,7,4,7
Master Data Management,com.ibm.analytics.mdm.v0.model,GetProcessStatusOptions,6,43,0,0,1,13,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmStandardizerStep,6,60,0,0,1,18,1,8,1,8
Master Data Management,com.ibm.analytics.mdm.v0.model,SystemPropertiesForEntityTypes.Builder,32,33,0,0,11,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,SyncUpdateElement,6,17,0,0,1,6,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,SearchFilterRequest,6,17,0,0,1,6,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,CompareIndexOptions.Builder,55,45,2,0,17,17,4,9,3,9
Master Data Management,com.ibm.analytics.mdm.v0.model,ConfigDataModelResponseDataModel,0,18,0,0,0,6,0,6,0,6
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelAttributeTypeSystemProperties,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,PutAlgorithmResponseMethods,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelRecordType,6,39,0,0,1,12,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,PutDataModelResponseAttributeTypeSystemProperties,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetExportDownloadOptions.Builder,13,13,0,0,6,5,2,3,2,3
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmBucketGenerator,6,46,0,0,1,14,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,CompositeRules,6,25,0,0,1,8,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,RelationshipsResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,GetProjectMetadataOptions.Builder,20,18,0,0,8,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,InstanceMetadataCatalog.Builder,17,18,0,0,7,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelRecordType.Builder,28,28,0,0,10,11,2,6,2,6
Master Data Management,com.ibm.analytics.mdm.v0.model,DataSourceRequest.Builder,19,28,0,0,6,11,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,ListProjectsOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,Status,0,15,0,0,0,5,0,5,0,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetRelatedRecordsForEntityOptions,6,64,0,0,1,19,1,8,1,8
Master Data Management,com.ibm.analytics.mdm.v0.model,BulkLoadOptions.Builder,27,23,0,0,10,9,2,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelEntityTypeSystemProperties.Builder,20,18,0,0,8,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelListMapResourcesOptions.Builder,13,13,0,0,6,5,2,3,2,3
Master Data Management,com.ibm.analytics.mdm.v0.model,GetSummaryResponseStatsAndEntities,0,12,0,0,0,4,0,4,0,4
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelGetCompositeRulesOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelGetComparespecResourceOptions,6,25,0,0,1,8,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,BucketCredentialsResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelAttributeTypeSystemProperties.Builder,13,13,0,0,6,5,2,3,2,3
Master Data Management,com.ibm.analytics.mdm.v0.model,CompareIndexOptions,6,56,0,0,1,17,1,8,1,8
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetSubgraphOptions.Builder,33,24,2,0,10,9,3,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelField.Builder,25,28,0,0,9,11,2,6,2,6
Master Data Management,com.ibm.analytics.mdm.v0.model,PageLink,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmCompareMethod,6,28,0,0,1,9,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,SourceObject,6,17,0,0,1,6,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,RetrieveRulesOptions,6,25,0,0,1,8,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,PutCompositeRulesResponseRule,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,GetSummaryResponseEntitySizeStats,0,21,0,0,0,7,0,7,0,7
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetExportsOptions,6,24,0,0,1,8,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DataDeleteRecordOptions.Builder,13,14,0,0,6,5,2,3,2,3
Master Data Management,com.ibm.analytics.mdm.v0.model,ExpressionRequest,9,35,0,0,2,11,2,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelRecordTypeSystemProperties.Builder,41,33,0,0,14,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,GetCloudJobSummaryResponse,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelListComparespecResouresOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetRelatedRecordsForRecordOptions.Builder,29,36,0,0,10,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetRelatedRecordsForRecordOptions,6,42,0,0,1,13,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,PutDataModelResponseRecordType,0,15,0,0,0,5,0,5,0,5
Master Data Management,com.ibm.analytics.mdm.v0.model,TargetObject.Builder,47,18,4,0,14,7,5,4,3,4
Master Data Management,com.ibm.analytics.mdm.v0.model,EntitiesResponse,0,24,0,0,0,8,0,8,0,8
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetRecordsForEntityOptions,6,42,0,0,1,13,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,PutSetResourcesResponseSetResourceEntry,0,15,0,0,0,5,0,5,0,5
Master Data Management,com.ibm.analytics.mdm.v0.model,CompareRecordsRequestRecord.Builder,17,18,0,0,7,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DeriveIndexOptions,6,32,0,0,1,10,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,CreateProjectAssetOptions,6,72,0,0,1,21,1,8,1,8
Master Data Management,com.ibm.analytics.mdm.v0.model,AttributeType,6,35,0,0,1,11,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelModifyDataModelOptions.Builder,70,38,0,0,22,15,3,8,3,8
Master Data Management,com.ibm.analytics.mdm.v0.model,DataSearchOptions,6,66,0,0,1,20,1,10,1,10
Master Data Management,com.ibm.analytics.mdm.v0.model,DataMapping.Builder,20,18,0,0,8,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,EntityBreakdown,0,21,0,0,0,7,0,7,0,7
Master Data Management,com.ibm.analytics.mdm.v0.model,InstanceMetadataProject,6,28,0,0,1,9,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmEncryption,6,47,0,0,1,14,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,GetSummaryResponse,0,15,0,0,0,5,0,5,0,5
Master Data Management,com.ibm.analytics.mdm.v0.model,SubgraphResponse,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,SuggestedMatchAttributesResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,RecordsResponse,0,27,0,0,0,9,0,9,0,9
Master Data Management,com.ibm.analytics.mdm.v0.model,GetConfigDataModelOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelReplaceSpecResourceOptions.Builder,71,43,0,0,22,17,3,9,3,9
Master Data Management,com.ibm.analytics.mdm.v0.model,DataDeleteRecordOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,PublishDataRequestCosDetails,6,17,0,0,1,6,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,RelationshipType,6,63,0,0,1,19,1,9,1,9
Master Data Management,com.ibm.analytics.mdm.v0.model,InitiateMatchingOptions.Builder,34,28,0,0,12,11,2,6,2,6
Master Data Management,com.ibm.analytics.mdm.v0.model,PutSetResourcesResponse,0,12,0,0,0,4,0,4,0,4
Master Data Management,com.ibm.analytics.mdm.v0.model,BucketCredentialsRequest.Builder,7,13,0,0,3,5,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetEntityOptions.Builder,57,23,4,0,18,9,6,5,4,5
Master Data Management,com.ibm.analytics.mdm.v0.model,PutCompositeRulesResponseRecordType,0,12,0,0,0,4,0,4,0,4
Master Data Management,com.ibm.analytics.mdm.v0.model,SystemPropertiesForRecordTypes,6,46,0,0,1,14,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,TargetObject,6,17,0,0,1,6,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,SuggestMatchingAttributesOptions.Builder,27,23,0,0,10,9,2,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,PutIndexResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,RulesRequestRule.Builder,45,23,2,0,15,9,4,5,3,5
Master Data Management,com.ibm.analytics.mdm.v0.model,MatchEntityCountStats,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,InstanceMetadataProject.Builder,21,23,0,0,8,9,2,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetJobsOptions,6,31,0,0,1,10,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,PutAlgorithmResponseEntityType,0,15,0,0,0,5,0,5,0,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetStorageMetadataResponseOnPremStorageMetadataResponse,0,3,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0.model,PutDataModelResponseRelationshipEndpoint,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,DataCleanUpJobOptions.Builder,13,13,0,0,6,5,2,3,2,3
Master Data Management,com.ibm.analytics.mdm.v0.model,CloudDeriveJobOptions.Builder,41,48,0,0,13,19,2,10,2,10
Master Data Management,com.ibm.analytics.mdm.v0.model,DataRunExportOptions.Builder,15,23,0,0,5,9,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,SetResourceNames,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,SystemPropertiesForAttributeTypes.Builder,32,33,0,0,11,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetExportOptions.Builder,13,13,0,0,6,5,2,3,2,3
Master Data Management,com.ibm.analytics.mdm.v0.model,MatchIndexOptions,6,36,0,0,1,11,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,PostDeriveResponseIndexResponse,0,18,0,0,0,6,0,6,0,6
Master Data Management,com.ibm.analytics.mdm.v0.model,GetMatchingStatisticsOptions.Builder,27,23,0,0,10,9,2,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelReplaceSetResourceOptions.Builder,27,23,0,0,10,9,2,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelEntityTypeSystemProperties,6,25,0,0,1,8,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,SystemPropertiesForRecordTypes.Builder,32,33,0,0,11,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,Attribute.Builder,36,38,0,0,12,15,2,8,2,8
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelGetInstanceMetadataOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmEncryption.Builder,52,28,2,0,17,11,4,6,3,6
Master Data Management,com.ibm.analytics.mdm.v0.model,RecordType.Builder,25,28,0,0,9,11,2,6,2,6
Master Data Management,com.ibm.analytics.mdm.v0.model,MatchingStatusMatchingStatus,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,CloudReportIndexOptions,6,28,0,0,1,9,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelRelationshipRule.Builder,11,18,0,0,4,7,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,ExportResponse,0,30,0,0,0,10,0,10,0,10
Master Data Management,com.ibm.analytics.mdm.v0.model,DataMapping,12,25,0,0,3,8,3,3,3,3
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmCompareStep.Builder,76,43,4,0,23,17,6,9,4,9
Master Data Management,com.ibm.analytics.mdm.v0.model,GetIndexOptions.Builder,29,34,0,0,10,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelGetComparespecResourceOptions.Builder,20,18,0,0,8,7,2,4,2,4
